lang
pl
pl
fr
fr
en
en
en
en
fr
fr
en
en
en
fr
fr
it
it
it
it
it
it
it
it
it
it
it
it
it
it
it
it
it
en
en
en
en
en
en
en
en
en
en
en
en
en
en
en
en
en
en
en
en
en
en
it
it
it
it
it
it
it
it
it
it
it
it
it
it
it
it
it
it
it
it
it
it
en
en
en
en
en
en
en
en
en
en
en
en
en
en
en
en
en
en
en
en
en
en
en
en
en
en
en
en
en
en
en
en
en
en
en
en
en
en
en
en
en
it
it
it
it
it
it
it
it
it
it
it
it
it
it
it
it
it
it
it
it
it
it
it
it
it
it
it
it
it
it
it
it
it
en
en
en
en
en
en
en
en
en
en
en
en
en
en
en
en
en
en
en
en
en
en
en
en
en
en
en
en
en
en
en
en
en
en
en
en
en
en
en
en
en
en
en
en
en
en
en
en
en
en
en
en
en
en
en
en
en
en
en
en
en
en
en
it
it
it
en
en
fr
fr
en
en
fr
fr
en
en
fr
fr
en
en
fr
fr
en
en
fr
fr
en
en
fr
en
en
fr
fr
en
en
fr
fr
en
en
fr
fr
en
en
fr
fr
it
it
it
it
it
it
it
it
it
it
it
it
it
it
it
it
it
it
it
it
it
en
en
fr
fr
en
en
fr
fr
en
en
fr
fr
en
en
fr
fr
en
en
fr
fr
en
en
fr
fr
en
fr
en
fr
en
fr
en
fr
fr
fr
fr
fr
fr
fr
it
it
it
it
it
fr
fr
it
it
fr
fr
fr
fr
fr
fr
fr
fr
fr
fr
fr
fr
it
it
it
it
it
it
it
it
it
it
it
it
it
it
it
it
it
it
it
it
it
it
it
en
fr
en
fr
en
en
fr
fr
en
en
fr
fr
it
it
it
it
it
it
it
it
it
it
it
it
it
it
it
it
it
en
fr
en
fr
fr
en
fr
en
en
fr
en
fr
en
fr
en
fr
en
fr
fr
fr
fr
fr
fr
fr
fr
fr
fr
fr
fr
fr
fr
fr
fr
fr
fr
fr
fr
fr
fr
fr
fr
fr
fr
fr
fr
fr
fr
fr
fr
fr
fr
fr
fr
fr
fr
fr
fr
en
fr
en
fr
en
fr
en
fr
en
fr
en
fr
en
fr
en
fr
fr
en
en
fr
fr
en
en
fr
fr
en
en
fr
fr
en
en
fr
fr
en
en
fr
fr
en
en
fr
fr
fr
en
en
fr
fr
en
en
fr
fr
fr
fr
fr
fr
fr
fr
fr
fr
fr
fr
fr
fr
fr
fr
fr
fr
fr
fr
fr
fr
fr
fr
fr
fr
fr
en
en
fr
fr
en
en
fr
fr
fr
fr
en
en
fr
fr
it
en
hu
hu
hu
en
hu
en
de
de
de
de
de
de
de
de
de
de
de
de
de
de
de
de
de
de
de
de
de
de
de
de
de
de
de
de
de
de
de
de
de
de
de
de
de
de
de
de
de
de
de
de
de
de
de
de
de
de
de
de
de
de
de
de
de
de
de
de
de
de
de
de
de
de
de
de
de
de
de
de
de
de
de
de
de
de
de
de
de
de
de
de
de
de
de
de
de
de
de
de
de
de
de
de
de
de
de
de
de
de
de
de
de
de
de
de
de
de
de
de
de
de
de
de
de
de
de
de
de
de
de
de
de
de
de
en
en
en
en
en
en
en
en
en
en
en
en
en
en
en
en
en
en
en
en
sl
sl
sl
sl
sl
sl
sl
sl
sl
sl
sl
sl
sl
sl
sl
sl
sl
sl
sl
sl
sl
sl
it
it
it
it
it
it
it
it
it
it
it
it
it
it
it
it
it
it
it
it
it
it
it
it
it
it
it
it
it
it
it
it
it
it
it
sl
sl
sl
sl
sl
sl
sl
sl
sl
sl
sl
sl
sl
sl
sl
sl
it
it
it
it
it
it
it
it
it
it
it
it
fi
fi
it
it
it
it
it
it
it
it
it
it
it
it
it
it
it
it
it
it
it
it
it
it
it
it
it
it
it
it
it
it
it
it
it
it
sl
it
it
it
it
it
sl
sl
sl
sl
sl
sl
sl
sl
sl
sl
sl
sl
sl
sl
sl
sl
sl
sl
sl
sl
sl
sl
sl
sl
sl
sl
sl
sl
sl
sl
sl
sl
sl
sl
sl
sl
sl
sl
sl
sl
sl
sl
sl
sl
sl
sl
sl
sl
sl
sl
sl
sl
sl
sl
sl
sl
sl
sl
sl
sl
sl
sl
sl
sl
fi
fi
fi
fi
fi
fi
fi
fi
fi
fi
fi
fi
fi
fi
fi
fi
fi
fi
fi
fi
fi
fi
fi
fi
fi
fi
fi
fi
fi
fi
fi
fi
fi
fi
fi
fi
fi
fi
fi
fi
fi
fi
fi
fi
fi
fi
fi
fi
fi
fi
fi
fi
fi
fi
fi
fi
fi
fi
fi
fi
fi
fi
fi
fi
fi
fi
fi
fi
fi
fi
fi
fi
fi
fi
fi
fi
fi
fi
fi
fi
fi
fi
fi
fi
fi
fi
fi
fi
fi
fi
fi
fi
fi
fi
fi
fi
fi
fi
fi
fi
fi
fi
